NewApp,Last,Office,Month,County,Year,Day,First
0,Mitchell,TELEPHONE,9,Fannin,1897,11,Obadiah R.
0,Thompson,TELEPHONE,1,Fannin,1901,9,Isaac M.
0,Mitchell,TELEPHONE,9,Fannin,1897,11,Obadiah R.
0,Darling,TELEPHONE,10,Fannin,1905,28,Jas. M.
0,Holman,TELEPHONE,12,Fannin,1916,30,Clarence C.
0,Darling,TELEPHONE,1,Fannin,1919,14,Roy L.
0,Moore,TELEPHONE,9,Fannin,1919,20,Geo. M.
0,Carpenter,TELEPHONE,2,Fannin,1920,18,Jas. H.
0,Stone,TELEPHONE,1,Fannin,1921,29,Delmar B.
0,Stone,TELEPHONE,5,Fannin,1929,22,Ruby
1,Sanders,TRENTON,8,Fannin,1881,29,Geo. H.
0,David,TRENTON,8,Fannin,1883,3,Hiram A.
0,Moore,TRENTON,1,Fannin,1885,16,Thos. B.
0,McFarland,TRENTON,12,Fannin,1887,29,Wm. W.
0,Morrison,TRENTON,7,Fannin,1889,17,Jos. W.
0,Turner,TRENTON,4,Fannin,1893,29,Wm. S.
0,Dillon,TRENTON,7,Fannin,1897,27,Jas. I.
0,Saunders,TRENTON,2,Fannin,1910,21,Laura M.
0,Wilson Jr.,TRENTON,10,Fannin,1914,29,Jas. D.
0,Earnheart,TRENTON,12,Fannin,1922,23,Miles B.
1,Daniel,TRUSS,7,Fannin,1894,26,Wm. A.
0,Anglin,TRUSS,12,Fannin,1894,28,Thos.
1,Lawrence,TULIP,6,Fannin,1878,5,Thos. C.
0,Pearson,TULIP,7,Fannin,1888,11,Philip L.
0,Spurlin,TULIP,4,Fannin,1890,9,Thad. M.
-1,Ferguson,VALLEYCREEK,9,Fannin,1895,4,Oscar S.
0,Stevens,VALLEYCREEK,4,Fannin,1904,13,David B.
1,Galloway,WARREN,3,Fannin,1847,8,Chas.
0,Kitchings,WARREN,9,Fannin,1847,7,John
0,Parrish,WARREN,7,Fannin,1860,14,Wm. L.
0,Henry,WARREN,1,Fannin,1861,25,Hughy A.
0,Parrish,WARREN,7,Fannin,1861,17,J. C.
0,Blair,WARREN,8,Fannin,1861,30,Jas. K.
0,Brooks,WARREN,9,Fannin,1864,15,Wm. H.
0,Youree,WARREN,6,Fannin,1866,6,Amma E.
0,Maddox,WARREN,2,Fannin,1867,19,Alfred L.
0,Brooks,WARREN,10,Fannin,1867,7,Wm. H.
0,Brooks,WARREN,5,Fannin,1868,19,Miss Betty J.
0,Brooks,WARREN,6,Fannin,1873,26,Wm. H.
1,Bowman,WINDOM,1,Fannin,1885,28,Howard E.
0,Briggs,WINDOM,12,Fannin,1885,8,Mrs. Nancy V.
0,Steelman,WINDOM,12,Fannin,1886,13,Jos. F.
0,Jones,WINDOM,2,Fannin,1895,26,Ella
0,Council,WINDOM,2,Fannin,1896,28,Elbert C.
0,Burras,WINDOM,1,Fannin,1899,19,John F.
0,Lee,WINDOM,5,Fannin,1914,27,Ernest E.
0,Clark,WINDOM,5,Fannin,1919,23,Frank P.
0,Olive,WINDOM,5,Fannin,1920,6,John P.
0,Luttrell,WINDOM,4,Fannin,1920,13,J. Edgar
0,Rasbury,WINDOM,9,Fannin,1922,22,Eva K.
0,Cunningham,WINDOM,4,Fannin,1923,11,Eva K.
0,Burras,WINDOM,6,Fannin,1926,22,Jas. R.
1,Woodward,WOODWARD,4,Fannin,1900,27,John C.
1,Edwards,YEW,9,Fannin,1899,5,Eliza A.
1,Holste,AMMANNSVILLE,7,Fayette,1879,7,Henry
0,Srubar,AMMANNSVILLE,2,Fayette,1880,28,Louis
0,Srubar,AMMANNSVILLE,3,Fayette,1881,17,Valentine
0,Sturcke,AMMANNSVILLE,1,Fayette,1887,31,Eckert
0,Vacek,AMMANNSVILLE,12,Fayette,1890,4,Jos. J.
0,Parma,AMMANNSVILLE,2,Fayette,1905,16,Frank J.
1,Cook,BETHANY,4,Fayette,1884,8,Lily
0,Blackwell,BETHANY,12,Fayette,1884,16,Jesse
1,Kroll,BIEGEL,9,Fayette,1874,1,Theo
1,Criswell,BLACK JACK,4,Fayette,1848,6,Leroy V.
1,Luck,BLACK JACK SPRINGS,4,Fayette,1868,30,Louis
0,Luck,BLACK JACK SPRINGS,11,Fayette,1874,23,Chas.
0,Luck,BLACK JACK SPRINGS,1,Fayette,1887,13,Louis H.
0,Allert,BLACK JACK SPRINGS,7,Fayette,1889,16,John
0,Jones,BLACK JACK SPRINGS,5,Fayette,1893,24,David R.
0,Arnold,BLACK JACK SPRINGS,9,Fayette,1906,4,Wm.
1,Naudhauser,BLUFF,4,Fayette,1869,26,Paul
0,Engel,BLUFF,1,Fayette,1879,15,Ernst
1,Legler,BRIDGEVALLEY,1,Fayette,1898,4,Anton
1,Moseley,BUCKNER,7,Fayette,1874,6,Alfred N.
2,Jackson,BUCKNER,1,Fayette,1879,17,Wm. C.
1,Price,CARMEAN,1,Fayette,1886,14,Elizabeth
0,Weyand,CARMEAN,5,Fayette,1890,3,Henry
-1,Weyand,CARMINE,6,Fayette,1892,15,Henry
0,Weyand,CARMINE,2,Fayette,1898,3,Henry
0,Weyand,CARMINE,11,Fayette,1914,28,John A.
0,Lewis,CEDAR,2,Fayette,1862,8,J. H.
0,Melcher,CEDAR,5,Fayette,1863,18,Geo. F.
0,Wennohs,CEDAR,3,Fayette,1866,7,Adolph
0,Denker,CEDAR,4,Fayette,1867,20,Freiderich
0,Boekler,CEDAR,3,Fayette,1879,17,Marie
0,Mittmann,CEDAR,2,Fayette,1880,10,Julius A.
0,Loessin Jr.,CEDAR,8,Fayette,1882,15,August
0,Loessin,CEDAR,4,Fayette,1895,4,Herman M.
0,Prilop,CEDAR,11,Fayette,1896,7,Ernst
1,Kendall,CISTERN,3,Fayette,1858,31,Addison D.
0,Brown,CISTERN,9,Fayette,1859,9,John E.
0,Brown,CISTERN,8,Fayette,1861,13,J. E.
0,Cockrill,CISTERN,4,Fayette,1862,24,Milton
0,Kendall,CISTERN,11,Fayette,1864,25,A. D.
0,Gosch,CISTERN,10,Fayette,1866,15,Chris. H.
0,Stoevmer,CISTERN,8,Fayette,1868,24,Alex.
0,Cockrill,CISTERN,8,Fayette,1870,22,M.
0,Williams,CISTERN,12,Fayette,1870,15,Benj. C.
0,Meyer,CISTERN,8,Fayette,1875,2,Herman
0,Marburger,CISTERN,11,Fayette,1877,16,Jas.
0,Machann,CISTERN,2,Fayette,1901,21,Jos. J.
0,Psencik,CISTERN,11,Fayette,1911,2,Frank A.
0,Psencik,CISTERN,7,Fayette,1914,16,Albina M.
0,Knight,CISTERN,3,Fayette,1917,2,Felix A.
0,Gosch,CISTERN,3,Fayette,1920,10,Monroe
0,Smith,CISTERN,11,Fayette,1923,5,Alma L.
2,Young,COLONY,1,Fayette,1886,6,John K.
0,Mansfield,COLONY,7,Fayette,1889,26,John F.
0,Haley,COLONY,2,Fayette,1891,9,Alsa F.
0,Burns,COLONY,3,Fayette,1894,3,Annie L.
0,Hinton,COLONY,6,Fayette,1904,3,Robt. E.
0,Cunningham,CUNNINGHAM'S,6,Fayette,1852,30,John C.
1,Peter,DUBINA,3,Fayette,1885,3,Joseph
0,Hromadka,DUBINA,12,Fayette,1890,9,Geo.
0,Habrnal,DUBINA,6,Fayette,1897,29,Chas. A.
0,Peter,DUBINA,8,Fayette,1905,17,Emil
0,Wacker,ELLINGER,12,Fayette,1890,24,Bernhard
0,Martin,ELLINGER,8,Fayette,1889,30,Benj. W.
0,Ehlinger,ELLINGER,10,Fayette,1891,19,Chas. W.
0,Weber,ELLINGER,2,Fayette,1894,19,Albert F.
0,Weber,ELLINGER,2,Fayette,1896,12,Ed. J.
0,Koebelen,ELLINGER,4,Fayette,1904,26,Emil
0,Hruska,ELLINGER,5,Fayette,1904,24,Thos. S.
0,Meyer Jr.,ELLINGER,10,Fayette,1907,18,Chas.
0,Ellinger,ELLINGER,7,Fayette,1911,27,Chas. W.
1,Mersburger,ENGLE,12,Fayette,1888,24,Adolph G.
0,Schwartz,ENGLE,5,Fayette,1889,17,Leopold
0,Russek,ENGLE,5,Fayette,1890,8,Ludwig
0,Gallia,ENGLE,0,Fayette,0,2 Mar1891,Ignacious J.
0,Nilschman,ENGLE,9,Fayette,1898,14,Ed.
0,Schwenke,ENGLE,2,Fayette,1903,25,Wm.
0,Gallia,ENGLE,11,Fayette,1903,6,Ignacious J.
0,Templin,ENGLE,3,Fayette,1912,30,Max
0,Stavenoha,ENGLE,7,Fayette,1925,2,Rudolph M.
1,Munger,FAYETTEVILLE,10,Fayette,1850,30,Sylvester S.
0,Ellis,FAYETTEVILLE,6,Fayette,1853,11,Jas. P.
0,Ujffy,FAYETTEVILLE,2,Fayette,1854,18,John F.
0,Wade,FAYETTEVILLE,9,Fayette,1859,29,Wm. W.
0,Wade,FAYETTEVILLE,7,Fayette,1861,12,W. W.
0,Zimmerman,FAYETTEVILLE,1,Fayette,1866,26,Reiner J.
0,Zapp,FAYETTEVILLE,12,Fayette,1873,1,Hugo
0,Zapp,FAYETTEVILLE,2,Fayette,1883,26,Herman W. H.
0,Steves,FAYETTEVILLE,6,Fayette,1889,10,Henry C.
0,Gloeckner,FAYETTEVILLE,9,Fayette,1893,1,Henry A.
0,Hansen,FAYETTEVILLE,1,Fayette,1898,22,Julius
0,Hotmann,FAYETTEVILLE,12,Fayette,1910,16,Wm.
0,Cmajdalka,FAYETTEVILLE,3,Fayette,1915,2,Chas. H.
1,Strany,FISHER,11,Fayette,1885,6,Edgar D.
1,Wychetzky,FLATONIA,3,Fayette,1870,21,Alfred
0,Flato,FLATONIA,12,Fayette,1870,19,Friederich W.
0,Wennsnohs,FLATONIA,4,Fayette,1878,29,Adolph
0,Moore,FLATONIA,12,Fayette,1887,20,Geo. G.
0,Laux,FLATONIA,6,Fayette,1889,4,Julius
0,Basford,FLATONIA,1,Fayette,1894,12,Oliver P.
0,Laux,FLATONIA,5,Fayette,1899,8,Julius
0,Laux,FLATONIA,4,Fayette,1908,21,Fred W.
0,Gosch,FLATONIA,5,Fayette,1913,22,A. M.
0,Dusek,FLATONIA,3,Fayette,1922,23,Frank W.
1,Kauffman,FREYBURG,9,Fayette,1889,11,Adolph F.
0,Lauterbach,FREYBURG,12,Fayette,1904,16,Henry
1,Wessels,HALSTED,2,Fayette,1900,20,John H.
1,Marburger,HAW CREEK,12,Fayette,1872,2,Jas.
0,Gollmer,HAW CREEK,11,Fayette,1877,20,Chas.
0,Neumann,HAW CREEK,3,Fayette,1890,21,Otto
0,Menking,HAW CREEK,9,Fayette,1891,11,Henry
0,Menking,HAW CREEK,2,Fayette,1906,7,Otto F.
1,Briscoe,HEATH,4,Fayette,1880,27,John F.
1,Ebeling,HIGH HILL,6,Fayette,1860,20,Henry
0,Ebeling,HIGH HILL,8,Fayette,1861,6,Henry
0,Kepler,HIGH HILL,8,Fayette,1864,12,Chas. A.
0,Ebeling,HIGH HILL,2,Fayette,1866,20,Henry
0,Seydler,HIGH HILL,4,Fayette,1866,19,Frederic
0,Richter,HIGH HILL,4,Fayette,1875,5,August
0,Seydler,HIGH HILL,12,Fayette,1877,4,F. Herman
0,Wick,HIGH HILL,12,Fayette,1899,11,John
1,Lewis,HOLMAN,12,Fayette,1891,11,Geo. W.
0,Flessmer,HOLMAN,5,Fayette,1897,4,John H.
1,Lewis,HOLMAN,12,Fayette,1891,11,Geo. W.
0,Vacek,HOLMAN,8,Fayette,1902,4,Staches
1,Miller,INGRAM'S PRAIRIE,5,Fayette,1846,22,John A.
1,Inge,KIRTLEY,10,Fayette,1924,22,Claude
1,Meriwether,LA GRANGE,5,Fayette,1846,22,M. B.
0,Palm,LA GRANGE,2,Fayette,1848,3,Swant
0,Gregory,LA GRANGE,11,Fayette,1850,11,David G.
0,Gregory,LA GRANGE,7,Fayette,1861,12,Thos. C.
0,Patton,LA GRANGE,9,Fayette,1865,5,Jas. T.
0,Farley,LA GRANGE,11,Fayette,1865,20,John W.
0,Hermes,LA GRANGE,7,Fayette,1866,16,Wm.
0,Meerscheidt,LA GRANGE,2,Fayette,1874,9,Arthur
0,Robson,LA GRANGE,4,Fayette,1887,25,Wm. S.
0,Siebrecht,LA GRANGE,8,Fayette,1890,22,Geo. L.
0,Ehlinger,LA GRANGE,11,Fayette,1893,1,John P.
0,Helmcamp,LA GRANGE,6,Fayette,1898,22,Chas. H.
0,Heilig,LA GRANGE,4,Fayette,1899,1,Herman C.
0,Ehlinger,LAGRANGE,1,Fayette,1898,4,Anton
0,Helmcamp,LAGRANGE,6,Fayette,1898,22,Chas. H.
0,Heilig,LAGRANGE,4,Fayette,1899,1,Herman C.
0,Loessin,LAGRANGE,6,Fayette,1901,24,Aug. F.
0,Vanek,LAGRANGE,4,Fayette,1914,27,L. V.
0,Dieders,LAGRANGE,6,Fayette,1920,4,Theo. W.
0,Giese,LAGRANGE,4,Fayette,1924,15,Edmund A.
0,Wallace,LEDBETTER,2,Fayette,1879,18,Lillian A.
0,Steck,LEDBETTER,12,Fayette,1881,13,Gustav J.
0,Gillespie,LEDBETTER,3,Fayette,1890,6,Chas.
0,Hackworth,LEDBETTER,2,Fayette,1899,2,Riggs P.
0,Albers,LEDBETTER,5,Fayette,1909,10,Emil
0,Rummel,LEDBETTER,12,Fayette,1914,1,Louis C.
1,Zapp,LONG PRAIRIE,8,Fayette,1860,29,Robt.
0,Zapp,LONG PRAIRIE,3,Fayette,1862,20,Robt.
2,Aschen,LONG PRAIRIE,6,Fayette,1868,26,Reinhard
1,Lyons,LYONS,5,Fayette,1846,22,Dewitt C.
2,Anderson,LYONS,1,Fayette,1848,5,Wm. B.
3,Bridgers,LYONS,9,Fayette,1849,19,Wm. B.
0,McKinnon,LYONS,4,Fayette,1853,23,Norman
0,McKinnon,LYONS,8,Fayette,1859,25,Neill M.
0,Fishburn,LYONS,4,Fayette,1860,26,Jacob W.
0,Fishburn,LYONS,7,Fayette,1861,12,J. W.
0,McKinnon,LYONS,3,Fayette,1862,20,N. M.
5,Frazer,LYONS,2,Fayette,1867,7,Jas.
0,Sloan,LYONS,3,Fayette,1871,23,Martin J.
0,McKinnon,LYONS,6,Fayette,1872,10,Norman
1,Kerr,MULDOON,1,Fayette,1888,18,Jas. L.
0,Studeman,MULDOON,2,Fayette,1890,10,Ed.
0,Zavisch,MULDOON,7,Fayette,1891,22,Harry
0,Kerr,MULDOON,3,Fayette,1899,16,John A.
0,Cole,MULDOON,1,Fayette,1903,10,Geo. W.
0,Foster,MULDOON,4,Fayette,1910,26,Green
0,Foster,MULDOON,11,Fayette,1914,28,Ella
1,Groos,NASSAU,9,Fayette,1881,13,Adolph
0,Groos,NASSAU,12,Fayette,1884,19,Johanna
1,Matejowsky,NECHANITZ,1,Fayette,1874,29,Wenzel E.
0,Matejowsky,NECHANITZ,12,Fayette,1888,19,Wenzl
0,Matejowsky,NECHANITZ,3,Fayette,1905,3,Chas.
1,Zander,NEESE'S STORE,11,Fayette,1866,22,Adolph H. B.
0,Neese,NEESE'S STORE,9,Fayette,1867,26,Wm.
0,Lenert,NEESE'S STORE,11,Fayette,1872,29,Albert C.
1,Brunner,NEW PRAGUE,8,Fayette,1876,7,Chas.
1,Aschen Jr.,OLDENBURG,3,Fayette,1887,16,R.
0,Letzerich,OLDENBURG,8,Fayette,1889,1,Henry C.
0,Voelkel Jr.,OLDENBURG,8,Fayette,1890,16,Louis
0,Kollaja,OLDENBURG,7,Fayette,1894,27,Jos. F.
0,Voelkel Jr.,OLDENBURG,6,Fayette,1898,20,Louis
0,Ahlhorn Jr.,OLDENBURG,4,Fayette,1914,7,Henry
1,Melcher,O'QUINN,7,Fayette,1882,7,John C.
0,Dieckert,O'QUINN,6,Fayette,1897,26,Theo. A.
0,Melcher,O'QUINN,2,Fayette,1908,18,John C.
1,Penn,ORIZABA,11,Fayette,1856,1,Greenville W.
0,Penn,ORIZABA,3,Fayette,1862,13,G. W.
1,Crockett,OSO,12,Fayette,1858,8,John R.
0,Menefee Jr.,OSO,6,Fayette,1860,15,Wm.
0,Reed,OSO,12,Fayette,1860,4,Stephenson C.
0,Reed,OSO,8,Fayette,1861,5,S. C.
2,George,OSO,9,Fayette,1867,24,Jas.
0,Kerr,OSO,12,Fayette,1871,4,Armstrong
0,Harrison,OSO,9,Fayette,1873,5,John M.
1,Tuttle,PIN OAK,8,Fayette,1856,8,Geo. W.
0,Tuttle,PIN OAK,12,Fayette,1861,28,Geo. W.
2,Luck,PIN OAK,4,Fayette,1867,2,Louis
0,Loman,PIN OAK,9,Fayette,1867,2,Upton
0,Smith,PIN OAK,4,Fayette,1871,10,F. M.
0,Palmer,PIN OAK,3,Fayette,1875,5,Henry S.
0,Routh,PIN OAK,8,Fayette,1878,22,Jos. H.
0,Arnold,PIN OAK,1,Fayette,1880,6,Wm.
0,Richter,PIN OAK,10,Fayette,1885,23,F. A.
0,Jones,PIN OAK,12,Fayette,1885,7,Wylie
0,Farquahar,PIN OAK,5,Fayette,1886,14,N. Alfred
1,Sauer,PINOAK,1,Fayette,1895,25,David
1,Darby,PLUM,1,Fayette,1880,6,Willis P.
0,Drisdale,PLUM,5,Fayette,1882,16,John T.
0,Collins,PLUM,2,Fayette,1883,23,Elbert M.
0,Darby,PLUM,8,Fayette,1883,21,Emma E.
0,Darby,PLUM,10,Fayette,1883,16,Willis P.
0,Killough,PLUM,7,Fayette,1889,20,David M.
0,Barnhill,PLUM,8,Fayette,1900,10,Wm. H.
0,Korenek,PLUM,3,Fayette,1901,6,Frank A.
0,Legler,PLUM,6,Fayette,1910,8,Louis
0,Psencik Jr.,PLUM,7,Fayette,1918,8,Albert F.
1,Scallorn,PLUM GROVE,11,Fayette,1851,7,Wm.
0,Scallorn,PLUM GROVE,10,Fayette,1856,3,Wm. M.
0,SoRelle,PLUM GROVE,8,Fayette,1857,10,Thos. B.
0,Sorrelle,PLUM GROVE,8,Fayette,1861,5,Thos. B.
0,Vyojala,PRAHA,1,Fayette,1887,13,Alois
0,Vyojala,PRAHA,9,Fayette,1894,18,Jos.
0,Dusek,PRAHA,12,Fayette,1900,13,Frank W.
0,Drozd,PRAHA,5,Fayette,1905,22,Jos. A.
1,Sladczyk,PRIMM,4,Fayette,1902,5,Victor C.
0,Pavlas,PRIMM,4,Fayette,1912,12,Chas.
0,Primm,PRIMM,1,Fayette,1914,29,Wm. A.
0,Primm,PRIMM,7,Fayette,1915,14,Albert L.
1,Franke,RABB,8,Fayette,1900,17,Ernest A.
1,Hall,REAGANVILLE,10,Fayette,1861,29,C. B.
1,Pagel,ROCK HOUSE,10,Fayette,1871,12,F. Wm.
0,Witte,ROCK HOUSE,12,Fayette,1873,2,Ernst
1,Harwell,ROSSVILLE,3,Fayette,1867,28,Jas. L.
0,Ross,ROSSVILLE,10,Fayette,1867,28,Jas. T.
1,Robertson,ROUND TOP,12,Fayette,1846,28,Henry A.
0,Johnston,ROUND TOP,6,Fayette,1848,15,S. H. W.
-2,Shultz,ROUND TOP,11,Fayette,1848,30,John
0,Shults,ROUND TOP,5,Fayette,1850,1,Jos.
0,Rankin,ROUND TOP,8,Fayette,1852,20,Calvin P.
0,Henkel,ROUND TOP,1,Fayette,1859,24,Edward
0,Lebetter,ROUND TOP,7,Fayette,1860,7,Aurelius G.
0,Hodge,ROUND TOP,1,Fayette,1861,31,Wm.
0,Hodge,ROUND TOP,7,Fayette,1861,12,Wm.
0,Ledbetter,ROUND TOP,12,Fayette,1864,22,Hamilton
0,Hellmuth,ROUND TOP,12,Fayette,1865,26,Hermann
0,Kellner,ROUND TOP,5,Fayette,1867,29,Emile
0,Schlottman,ROUND TOP,7,Fayette,1869,2,Louis
0,Zapp,ROUND TOP,8,Fayette,1873,8,Miss Hannah
0,Zapp,ROUND TOP,7,Fayette,1873,23,Robt.
0,Rosenberg,ROUND TOP,4,Fayette,1884,8,Alex.
0,Schulze,ROUND TOP,8,Fayette,1889,1,Walter R.
0,Rosenburg,ROUND TOP,8,Fayette,1893,1,Alex. V.
0,Fricke,ROUND TOP,8,Fayette,1897,21,Ernest
2,Fricke,ROUND TOP,4,Fayette,1927,13,Edgar L.
-50,Halamicek,ROZNOV,11,Fayette,1892,18,John M.
1,Hayden,RUTERSVILLE,5,Fayette,1846,22,G.
0,Smith,RUTERSVILLE,11,Fayette,1846,12,Jos. G.
0,Flack,RUTERSVILLE,9,Fayette,1847,13,Chas. P.
0,Cox,RUTERSVILLE,5,Fayette,1852,11,Jas. M.
0,Munger,RUTERSVILLE,6,Fayette,1852,28,Henry M.
0,Cox,RUTERSVILLE,12,Fayette,1852,30,Jas. M.
0,Moore,RUTERSVILLE,2,Fayette,1854,18,Edwin S.
3,Forshey,RUTERSVILLE,8,Fayette,1857,1,Caleb G.
0,Forshey,RUTERSVILLE,7,Fayette,1861,12,C. G.
0,Schulze,RUTERSVILLE,8,Fayette,1861,30,Chas. L.
0,Amberg,RUTERSVILLE,12,Fayette,1865,26,Carl
0,Amberg,RUTERSVILLE,0,Fayette,0,9 May 188__?,Otto L.
0,Amberg,RUTERSVILLE,7,Fayette,1888,17,Herman
0,Schuhmacher,RUTERSVILLE,10,Fayette,1928,25,John C.
0,Kessler,SCHULENBURG,1,Fayette,1886,18,Chas. A.
0,Kessler,SCHULENBURG,0,Fayette,0,17 Nov 188__?,E. B.
0,Schultze,SCHULENBURG,8,Fayette,1889,10,Ed.
0,Cranz,SCHULENBURG,4,Fayette,1891,16,Gustav
0,Kessler,SCHULENBURG,10,Fayette,1893,24,Edmund B.
0,Cranz,SCHULENBURG,10,Fayette,1897,12,Gustave
0,Hoeffert,SCHULENBURG,1,Fayette,1906,4,Geo. W.
0,Stanley,SCHULENBURG,11,Fayette,1908,7,Jos.
0,Ellers Jr.,SCHULENBURG,5,Fayette,1913,29,Henry
0,Nordhausen,SCHULENBURG,4,Fayette,1922,13,Rudolph
0,Brauner,SCHULENBURG,9,Fayette,1922,30,Gustav
0,Eck,SCHULENBURG,2,Fayette,1923,6,Herman A.
0,Farek,SCHULENBURG,9,Fayette,1923,1,Wm. A.
1,McKinnon,SCHULENBURGH,1,Fayette,1874,13,Norman
0,Kessler,SCHULENBURGH,6,Fayette,1877,28,Chas. A.
-1,Shultz,SHULTZ'S STORE,7,Fayette,1848,19,John
1,Fendley,STELLAR,6,Fayette,1880,2,Geo. W.
0,Breeden,STELLAR,5,Fayette,1890,31,Enoch
0,Landig,STELLAR,8,Fayette,1893,7,Fritz G.
0,Blackwell,STELLAR,9,Fayette,1894,11,Jesse
0,Breeden,STELLAR,11,Fayette,1894,30,Jas. G.
0,Allen,STELLAR,1,Fayette,1896,21,Jas. M.
0,Landig,STELLAR,6,Fayette,1896,27,Fritz G.
0,House,STELLAR,12,Fayette,1902,2,Jas. A.
0,Johnson,STELLAR,2,Fayette,1903,25,T. L.
0,Landig,STELLAR,6,Fayette,1896,27,Fritz G.
0,Doms,STELLAR,2,Fayette,1906,23,Albert
1,Seeberger,SWISS ALP,8,Fayette,1877,27,Henry
0,Miller,SWISS ALP,4,Fayette,1881,13,Peter
0,Helmcamp,SWISS ALP,11,Fayette,1883,8,Chas.
0,Foerster,SWISS ALP,11,Fayette,1894,24,Jos.
0,Bruns,SWISS ALP,11,Fayette,1901,20,Chas.
1,Baker,TOLEDO,7,Fayette,1873,7,J. H.
1,Aschen,WALDECK,10,Fayette,1881,24,Reiner
0,Aschen,WALDECK,8,Fayette,1887,4,Edward
0,Mansek,WALDECK,12,Fayette,1892,14,Rudolph
0,Schuhman,WALDECK,5,Fayette,1897,4,Gustav
0,Buehler,WALDECK,11,Fayette,1898,30,Louis Schwarz
0,Cassens,WALDECK,4,Fayette,1907,17,Wm. F.
1,Schuhman,WALHALLA,9,Fayette,1886,29,Gustav
0,Beyer,WALHALLA,4,Fayette,1893,17,Alvin
0,Foster,WARDA,3,Fayette,1886,19,Robt. S.
0,Falke,WARDA,10,Fayette,1891,16,Andras E.
0,Matejowsky,WARDA,6,Fayette,1898,2,Gustav A.
0,Falke,WARDA,5,Fayette,1900,11,Charley A.
-1,Lenert,WARRENTON,5,Fayette,1873,7,Albert C.
0,Franz,WARRENTON,4,Fayette,1889,2,Chas.
0,Troelich,WARRENTON,7,Fayette,1893,10,Ed. A.
0,Franz,WARRENTON,6,Fayette,1897,28,Chas.
0,Addicks Jr.,WARRENTON,12,Fayette,1909,30,Henry
0,Von Minden,WARRENTON,8,Fayette,1911,10,Aug.
0,Tiemann,WARRENTON,5,Fayette,1914,22,Milton A.
0,Zapp,WARRENTON,12,Fayette,1921,14,Max F.
1,Hess,WEST POINT,1,Fayette,1873,27,Franklin H.
0,Young,WEST POINT,5,Fayette,1873,21,Wm.
0,Young,WEST POINT,7,Fayette,1873,22,Franklin E.
2,House,WEST POINT,1,Fayette,1877,11,John L.
0,Green,WEST POINT,1,Fayette,1879,14,Zedekiah W.
0,Blanks,WEST POINT,3,Fayette,1881,28,Chris. C.
0,House,WEST POINT,2,Fayette,1883,23,John L.
0,Johnson,WEST POINT,6,Fayette,1890,19,Franklin J.
0,House,WEST POINT,8,Fayette,1892,11,John L.
-1,Drisdale,WESTPOINT,12,Fayette,1894,31,John T.
0,Johnson,WESTPOINT,12,Fayette,1898,16,Franklin J.
0,Johnson,WESTPOINT,2,Fayette,1907,9,John W.
0,Thornton,WESTPOINT,7,Fayette,1910,19,Lyle G.
0,Thornton,WESTPOINT,4,Fayette,1920,24,Lula G.
1,Moore,WINCHESTER,6,Fayette,1866,4,Thos. W.
0,Brown,WINCHESTER,12,Fayette,1867,13,Wm. A.
0,Keylishe,WINCHESTER,11,Fayette,1868,9,Feodor
0,Saettler,WINCHESTER,2,Fayette,1874,26,Christian E.
0,Haschke,WINCHESTER,12,Fayette,1874,9,Paul
0,Roensch,WINCHESTER,5,Fayette,1882,8,Julius
0,Baker,WINCHESTER,1,Fayette,1883,18,John T.
0,Roensch,WINCHESTER,6,Fayette,1883,4,Julius
0,Zelss,WINCHESTER,9,Fayette,1893,27,Herman I. F.
0,Ramsey,WINCHESTER,12,Fayette,1894,24,Alex.
0,Hart,WINCHESTER,8,Fayette,1915,16,Bertie A.
0,Garlin,ZAPP,3,Fayette,1892,2,Chas. F.
0,Zapp,ZAPP,1,Fayette,1903,24,Chas. T.
1,Adair,ADAIR,2,Fisher,1908,7,Blanche
1,Walker,AFTON,4,Fisher,1892,11,Felix I.
1,Clayton,CLAYTONVILLE,3,Fisher,1891,14,Reuben M.
0,Roy,CLAYTONVILLE,8,Fisher,1894,24,John V.
0,Walker,CLAYTONVILLE,3,Fisher,1896,6,Joel M.
0,Lambert,CLAYTONVILLE,7,Fisher,1897,29,Isom T.
0,McCrary,CLAYTONVILLE,4,Fisher,1901,24,Manda
0,Brashear,CLAYTONVILLE,5,Fisher,1903,5,Isaac W.
1,McWhirter,DORRAS,7,Fisher,1899,27,Jas. W.
0,McMahan,DORRAS,1,Fisher,1913,31,Willie J.
0,Matthews,DORRAS,10,Fisher,1915,29,Willis R.
1,Wright,DOWELL,6,Fisher,1892,15,Lucy L.
0,Dowell,DOWELL,12,Fisher,1897,15,Leander A.
0,Morrow,DOWELL,2,Fisher,1899,20,John M.
0,Ezell,DOWELL,12,Fisher,1900,13,Jas. W.
0,George,DOWELL,3,Fisher,1906,2,Emmet
0,Smith,DOWELL,12,Fisher,1906,17,John N.
1,George,ESKOTA,7,Fisher,1888,17,Wm. V.
0,Carruth,ESKOTA,2,Fisher,1889,19,Leroy S.
0,Talbot,ESKOTA,1,Fisher,1890,21,Rosina
0,Talbot,ESKOTA,11,Fisher,1890,28,Erwin O.
0,Weakley,ESKOTA,5,Fisher,1893,18,Wm. A.
0,Bright,ESKOTA,5,Fisher,1896,4,Wm. M.
0,Anderson,ESKOTA,6,Fisher,1909,3,Clay A.
0,Vickers,ESKOTA,3,Fisher,1913,5,Martha E.
