NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,DismissingPresident,DismissingPresidentIndex,EndType
0,Rosborough,WAMBA,2,Bowie,1901,16,Ransom S.,2/16/1901,4/5/1915,5161,McKinley,17,Wilson1,22,0
0,Woodward,WAMBA,4,Bowie,1915,5,Jos. H.,4/5/1915,4/15/1916,376,Wilson1,22,Wilson1,22,1
1,Wever,WEVER'S,5,Bowie,1846,22,John W.,5/22/1846,1/20/1848,608,Polk,1,Polk,1,1
1,Getz,WHYBARK,12,Bowie,1902,1,Chas. O.,12/1/1902,9/30/1904,669,Roosevelt1,19,Roosevelt1,19,1
1,Woodard,WOODSTOCK,1,Bowie,1887,15,Robt. N.,1/15/1887,3/15/1901,5172,Cleveland1,14,McKinley,18,1
1,Hunefelt,ADAMSTON,9,Brazoria,1908,8,Wesley,9/8/1908,na,na,Roosevelt2,20,na,na,na
1,Morgan,ALVIN,4,Brazoria,1881,12,Alvin,4/12/1881,6/5/1891,3706,Garfield,12,Harrison,15,0
0,Hart,ALVIN,6,Brazoria,1891,5,Wm. S.,6/5/1891,12/20/1898,2755,Harrison,15,McKinley,17,0
0,Osgood,ALVIN,12,Brazoria,1898,20,Bert L.,12/20/1898,2/19/1903,1521,McKinley,17,Roosevelt1,19,0
0,French,ALVIN,2,Brazoria,1903,19,Marion S.,2/19/1903,5/22/1913,3745,Roosevelt1,19,Wilson1,22,0
0,King,ALVIN,5,Brazoria,1913,22,R. H.,5/22/1913,4/18/1922,3253,Wilson1,22,Harding,24,0
0,Benson,ALVIN,4,Brazoria,1922,18,Scott F.,4/18/1922,na,na,Harding,24,na,na,na
1,Weyant Jr.,AMSTERDAM,1,Brazoria,1897,15,Wolsey,1/15/1897,1/25/1902,1835,Cleveland2,16,Roosevelt1,19,0
0,Everett,AMSTERDAM,1,Brazoria,1902,25,Jos. H.,1/25/1902,4/14/1904,810,Roosevelt1,19,Roosevelt1,19,0
0,Weent,AMSTERDAM,4,Brazoria,1904,14,Ward,4/14/1904,3/15/1905,335,Roosevelt1,19,Roosevelt2,20,1
1,Ritchey,ANCHOR,4,Brazoria,1897,28,Geo. W.,4/28/1897,10/25/1901,1640,McKinley,17,Roosevelt1,19,0
0,McMillan,ANCHOR,10,Brazoria,1901,25,Thos. J.,10/25/1901,3/11/1910,3059,Roosevelt1,19,Taft,21,0
0,Giesecke,ANCHOR,3,Brazoria,1910,11,John P.,3/11/1910,10/21/1911,589,Taft,21,Taft,21,0
0,Cochran,ANCHOR,10,Brazoria,1911,21,John L.,10/21/1911,4/29/1912,191,Taft,21,Taft,21,0
0,Abbott,ANCHOR,4,Brazoria,1912,29,Frank M.,4/29/1912,2/20/1913,297,Taft,21,Taft,21,0
0,Ritchey,ANCHOR,2,Brazoria,1913,20,Harry J.,2/20/1913,5/19/1915,818,Taft,21,Wilson1,22,0
0,Holland,ANCHOR,5,Brazoria,1915,19,Albert L.,5/19/1915,4/4/1919,1416,Wilson1,22,Wilson2,23,0
0,Koch,ANCHOR,4,Brazoria,1919,4,Ethel,4/4/1919,6/15/1920,438,Wilson2,23,Wilson2,23,1
1,Hancock,ANGLETON,5,Brazoria,1892,16,Rufus L.,5/16/1892,6/28/1897,1869,Harrison,15,McKinley,17,0
0,DuMars,ANGLETON,6,Brazoria,1897,28,Mrs. Annie H.,6/28/1897,10/3/1903,2287,McKinley,17,Roosevelt1,19,0
0,Hershner,ANGLETON,10,Brazoria,1903,3,Henry,10/3/1903,2/13/1907,1229,Roosevelt1,19,Roosevelt2,20,0
0,Hershner,ANGLETON,2,Brazoria,1907,13,A. Garfield,2/13/1907,7/17/1911,1615,Roosevelt2,20,Taft,21,0
0,Hershner,ANGLETON,7,Brazoria,1911,17,Andrew G.,7/17/1911,6/9/1915,1423,Taft,21,Wilson1,22,0
0,Harris,ANGLETON,6,Brazoria,1915,9,Ella D.,6/9/1915,2/15/1924,3173,Wilson1,22,Coolidge,25,0
0,Williams,ANGLETON,2,Brazoria,1924,15,Ethyl H.,2/15/1924,na,na,Coolidge,25,na,na,na
1,Ballowe,BALLOWE,3,Brazoria,1898,16,Robt. P.,3/16/1898,11/30/1901,1354,McKinley,17,Roosevelt1,19,1
1,Bennet,BENNETS FERRY,2,Brazoria,1877,26,Lewis T.,2/26/1877,9/4/1877,190,Grant2,10,Hayes,11,1
1,Rawls,BETHELDER,5,Brazoria,1890,14,Wm. E.,5/14/1890,3/18/1892,674,Harrison,15,Harrison,15,1
1,Wanner,BONNEY,7,Brazoria,1889,20,Louis,7/20/1889,6/22/1904,5450,Harrison,15,Roosevelt1,19,0
0,Andrews,BONNEY,6,Brazoria,1904,22,Thos. A.,6/22/1904,12/18/1909,2005,Roosevelt1,19,Taft,21,0
0,Askew,BONNEY,12,Brazoria,1909,18,Wm. H.,12/18/1909,3/11/1911,448,Taft,21,Taft,21,0
0,Baker,BONNEY,3,Brazoria,1911,11,Arthur F.,3/11/1911,5/11/1916,1888,Taft,21,Wilson1,22,0
0,Taylor,BONNEY,5,Brazoria,1916,11,Carleton F.,5/11/1916,5/1/1917,355,Wilson1,22,Wilson2,23,0
0,Corbett,BONNEY,5,Brazoria,1917,1,Ella M.,5/1/1917,6/15/1920,1141,Wilson2,23,Wilson2,23,1
1,Westerostt,BRAZORIA,5,Brazoria,1846,22,Stephen M.,5/22/1846,2/12/1850,1362,Polk,1,Taylor,2,0
0,McGreal,BRAZORIA,2,Brazoria,1850,12,Patrick,2/12/1850,6/22/1855,1956,Taylor,2,Pierce,4,0
0,Wilkes,BRAZORIA,6,Brazoria,1855,22,Chas.,6/22/1855,7/24/1855,32,Pierce,4,Pierce,4,0
0,Wilkes,BRAZORIA,7,Brazoria,1855,24,Henry,7/24/1855,8/5/1861,2204,Pierce,4,Lincoln1,6,0
0,Wilkes,BRAZORIA,8,Brazoria,1861,5,Henry,8/5/1861,4/15/1863,618,Lincoln1,6,Lincoln1,6,0
0,Watts,BRAZORIA,4,Brazoria,1863,15,Thos. K.,4/15/1863,4/8/1865,724,Lincoln1,6,Lincoln2,7,0
0,Westerwelt,BRAZORIA,4,Brazoria,1865,8,Mrs. Martha,4/8/1865,2/13/1866,311,Lincoln2,7,Johnson,8,0
0,Vollbaum,BRAZORIA,2,Brazoria,1866,13,Aug. Wm.,2/13/1866,3/12/1867,392,Johnson,8,Johnson,8,0
0,Eisen,BRAZORIA,3,Brazoria,1867,12,Nicolas,3/12/1867,4/18/1882,5516,Johnson,8,Arthur,13,0
0,Stevens,BRAZORIA,4,Brazoria,1882,18,Hennell,4/18/1882,1/14/1886,1367,Arthur,13,Cleveland1,14,0
0,Cochran,BRAZORIA,1,Brazoria,1886,14,John L.,1/14/1886,1/20/1886,6,Cleveland1,14,Cleveland1,14,0
0,Cochran,BRAZORIA,1,Brazoria,1886,20,Mrs. Maria S.,1/20/1886,3/10/1892,2241,Cleveland1,14,Harrison,15,0
0,Cochran,BRAZORIA,3,Brazoria,1892,10,Stewart,3/10/1892,12/26/1894,1021,Harrison,15,Cleveland2,16,0
0,Mitchell,BRAZORIA,12,Brazoria,1894,26,John R.,12/26/1894,7/8/1898,1290,Cleveland2,16,McKinley,17,0
0,Campbell,BRAZORIA,7,Brazoria,1898,8,Arch,7/8/1898,7/10/1913,5480,McKinley,17,Wilson1,22,0
0,Hopkins,BRAZORIA,7,Brazoria,1913,10,E. B.,7/10/1913,3/3/1923,3523,Wilson1,22,Harding,24,0
0,Campbell,BRAZORIA,3,Brazoria,1923,3,Lucy D.,3/3/1923,na,na,Harding,24,na,na,na
1,Brown,BROWN'S,5,Brazoria,1846,22,Jos.,5/22/1846,8/1/1847,436,Polk,1,Polk,1,1
1,Williams,CEDAR GROVE [1],11,Brazoria,1886,9,Ennis N.,11/9/1886,9/12/1887,307,Cleveland1,14,Cleveland1,14,1
1,Cortier,CEDAR GROVE [2],5,Brazoria,1911,2,Emil,5/2/1911,11/15/1911,197,Taft,21,Taft,21,1
1,Harrison,CEDAR LAKE [1],5,Brazoria,1848,17,Elsy,5/17/1848,9/7/1848,113,Polk,1,Polk,1,0
0,Weekly,CEDAR LAKE [1],9,Brazoria,1848,7,Edmund,9/7/1848,12/21/1852,1566,Polk,1,Fillmore,3,0
0,McNeill,CEDAR LAKE [1],12,Brazoria,1852,21,Jas. C.,12/21/1852,2/22/1854,428,Fillmore,3,Pierce,4,0
1,Davis,CHENANGO,3,Brazoria,1869,17,Jas.,3/17/1869,9/22/1869,189,Grant1,9,Grant1,9,0
0,Meyers,CHENANGO,9,Brazoria,1869,22,John H.,9/22/1869,3/9/1871,533,Grant1,9,Grant1,9,1
2,Ross,CHENANGO,8,Brazoria,1877,27,John W.,8/27/1877,3/17/1879,567,Hayes,11,Hayes,11,1
3,Smith,CHENANGO,1,Brazoria,1880,5,Travis L.,1/5/1880,10/14/1884,1744,Hayes,11,Arthur,13,0
0,Machen,CHENANGO,10,Brazoria,1884,14,N. F.,10/14/1884,12/16/1884,63,Arthur,13,Arthur,13,0
0,Machen,CHENANGO,12,Brazoria,1884,16,Wm. F.,12/16/1884,4/3/1890,1934,Arthur,13,Harrison,15,0
0,Speed,CHENANGO,4,Brazoria,1890,3,John S.,4/3/1890,10/1/1890,181,Harrison,15,Harrison,15,0
0,Masterson,CHENANGO,10,Brazoria,1890,1,Thos. G.,10/1/1890,10/6/1894,1466,Harrison,15,Cleveland2,16,0
0,Smith,CHENANGO,10,Brazoria,1894,6,Thos.,10/6/1894,6/14/1899,1712,Cleveland2,16,McKinley,17,0
0,Bennett,CHENANGO,6,Brazoria,1899,14,Theo. J.,6/14/1899,2/27/1901,623,McKinley,17,McKinley,17,0
0,Emerson,CHENANGO,2,Brazoria,1901,27,David,2/27/1901,1/10/1903,682,McKinley,17,Roosevelt1,19,0
0,Harden,CHENANGO,1,Brazoria,1903,10,John T.,1/10/1903,11/15/1907,1770,Roosevelt1,19,Roosevelt2,20,1
0,Barton,CHENANGO,1,Brazoria,1919,24,Lotta M.,1/24/1919,12/17/1921,1058,Wilson2,23,Harding,24,0
0,Reese,CHENANGO,12,Brazoria,1921,17,Della,12/17/1921,3/26/1925,1195,Harding,24,Hoover,26,0
0,Gregory,CHENANGO,3,Brazoria,1925,26,Acy G.,3/26/1925,2/10/1928,1051,Hoover,26,Hoover,26,0
0,Barnhill,CHENANGO,2,Brazoria,1928,10,Dabney W.,2/10/1928,na,na,Hoover,26,na,na,na
1,Murphree,CHOCOLATE BAYOU,1,Brazoria,1911,26,Ed. C.,1/26/1911,10/10/1912,623,Taft,21,Taft,21,0
0,Bates,CHOCOLATE BAYOU,10,Brazoria,1912,10,Arthur C.,10/10/1912,2/13/1914,491,Taft,21,Wilson1,22,0
0,Shibley,CHOCOLATE BAYOU,2,Brazoria,1914,13,Loretta D.,2/13/1914,na,na,Wilson1,22,na,na,na
1,Underwood,COLUMBIA,5,Brazoria,1846,22,Ammon,5/22/1846,3/14/1855,3218,Polk,1,Pierce,4,0
0,Swain,COLUMBIA,3,Brazoria,1855,14,Wm. F.,3/14/1855,7/12/1861,2312,Pierce,4,Lincoln1,6,0
0,Swain,COLUMBIA,7,Brazoria,1861,12,Wm. F.,7/12/1861,3/30/1866,1722,Lincoln1,6,Johnson,8,0
0,Roberts,COLUMBIA,3,Brazoria,1866,30,Thos. J.,3/30/1866,3/19/1867,354,Johnson,8,Johnson,8,0
0,Aldridge,COLUMBIA,3,Brazoria,1867,19,Wm. H.,3/19/1867,7/12/1867,115,Johnson,8,Johnson,8,0
0,Stevens,COLUMBIA,7,Brazoria,1867,12,Hennel,7/12/1867,1/18/1870,921,Johnson,8,Grant1,9,0
0,Kolkon,COLUMBIA,1,Brazoria,1870,18,Ed.,1/18/1870,8/30/1870,224,Grant1,9,Grant1,9,0
0,Scott,COLUMBIA,8,Brazoria,1870,30,David G.,8/30/1870,12/15/1870,107,Grant1,9,Grant1,9,0
0,Bostwick,COLUMBIA,12,Brazoria,1870,15,J. B.,12/15/1870,2/28/1871,75,Grant1,9,Grant1,9,0
0,Stevens,COLUMBIA,2,Brazoria,1871,28,Hennel,2/28/1871,6/26/1871,118,Grant1,9,Grant1,9,0
0,Underwood,COLUMBIA,6,Brazoria,1871,26,Jos. P.,6/26/1871,2/1/1881,3508,Grant1,9,Hayes,11,0
0,Phillips,COLUMBIA,2,Brazoria,1881,1,Geo. W.,2/1/1881,4/3/1882,426,Hayes,11,Arthur,13,0
0,Hart,COLUMBIA,4,Brazoria,1882,3,Wm.,4/3/1882,12/15/1882,256,Arthur,13,Arthur,13,0
0,Phillips,COLUMBIA,12,Brazoria,1882,15,Geo. W.,12/15/1882,2/16/1883,63,Arthur,13,Arthur,13,0
0,Bryan,COLUMBIA,2,Brazoria,1883,16,Mrs. Mary E.,2/16/1883,12/11/1884,664,Arthur,13,Arthur,13,0
0,Swan,COLUMBIA,12,Brazoria,1884,11,W. F.,12/11/1884,12/12/1884,1,Arthur,13,Arthur,13,0
0,Smith,COLUMBIA,12,Brazoria,1884,12,T. L.,12/12/1884,4/9/1886,483,Arthur,13,Cleveland1,14,0
0,Underwood,COLUMBIA,4,Brazoria,1886,9,John C.,4/9/1886,1/10/1887,276,Cleveland1,14,Cleveland1,14,0
0,Hanks,COLUMBIA,1,Brazoria,1887,10,John W.,1/10/1887,5/27/1889,868,Cleveland1,14,Harrison,15,0
0,Phillips,COLUMBIA,5,Brazoria,1889,27,Mrs. Nora,5/27/1889,6/19/1893,1484,Harrison,15,Cleveland2,16,0
0,Theall,COLUMBIA,6,Brazoria,1893,19,Mrs. Eureka,6/19/1893,11/18/1898,1978,Cleveland2,16,McKinley,17,0
0,Burkhart,COLUMBIA,11,Brazoria,1898,18,Wm,11/18/1898,8/27/1908,3569,McKinley,17,Roosevelt2,20,0
0,Wright,COLUMBIA,8,Brazoria,1908,27,Alice O.,8/27/1908,11/16/1927,7020,Roosevelt2,20,Hoover,26,0
1,Woodward,DAMON,5,Brazoria,1895,16,Asa L.,5/16/1895,4/10/1899,1425,Cleveland2,16,McKinley,17,0
0,Daniels,DAMON,4,Brazoria,1899,10,Wm. A.,4/10/1899,9/27/1900,535,McKinley,17,McKinley,17,0
0,Campbell,DAMON,9,Brazoria,1900,27,Maude,9/27/1900,9/11/1902,714,McKinley,17,Roosevelt1,19,0
0,Davis,DAMON,9,Brazoria,1902,11,Cornelius,9/11/1902,11/2/1905,1148,Roosevelt1,19,Roosevelt2,20,0
0,Bryan,DAMON,11,Brazoria,1905,2,Jennie,11/2/1905,3/4/1915,3409,Roosevelt2,20,Wilson1,22,0
0,Bryan,DAMON,3,Brazoria,1915,4,Viola,3/4/1915,7/28/1916,512,Wilson1,22,Wilson1,22,0
0,Bryan,DAMON,7,Brazoria,1916,28,Jennie,7/28/1916,11/17/1917,477,Wilson1,22,Wilson2,23,0
0,Schendel,DAMON,11,Brazoria,1917,17,Charity M.,11/17/1917,7/6/1920,962,Wilson2,23,Wilson2,23,0
0,Simpson,DAMON,7,Brazoria,1920,6,Chas. O.,7/6/1920,1/24/1924,1297,Wilson2,23,Coolidge,25,0
0,Nash,DAMON,1,Brazoria,1924,24,Olive M.,1/24/1924,3/3/1925,404,Coolidge,25,Coolidge,25,0
0,Neighbor,DAMON,3,Brazoria,1925,3,Olive M.,3/3/1925,2/11/1928,1075,Coolidge,25,Hoover,26,0
0,Howard,DAMON,2,Brazoria,1928,11,Brice C.,2/11/1928,na,na,Hoover,26,na,na,na
1,Bryan,DAMON'S MOUND,5,Brazoria,1888,2,Hampton L.,5/2/1888,6/17/1891,1141,Cleveland1,14,Harrison,15,1
1,Boring,DANBURY,4,Brazoria,1909,22,Thos. B.,4/22/1909,6/13/1910,417,Taft,21,Taft,21,0
0,Bradley,DANBURY,6,Brazoria,1910,13,Geo. L.,6/13/1910,11/16/1910,156,Taft,21,Taft,21,0
0,Moller,DANBURY,11,Brazoria,1910,16,Wm. A.,11/16/1910,1/5/1914,1146,Taft,21,Wilson1,22,0
0,McBride,DANBURY,1,Brazoria,1914,5,Alma,1/5/1914,1/18/1917,1109,Wilson1,22,Wilson1,22,0
0,McBride,DANBURY,1,Brazoria,1917,18,Robt. E.,1/18/1917,na,na,Wilson1,22,na,na,na
-1,Weekly,DURA,2,Brazoria,1854,22,Edmund,2/22/1854,11/9/1854,260,Pierce,4,Pierce,4,0
-2,Weekley,DUROC,11,Brazoria,1854,9,Edmund,11/9/1854,10/19/1855,344,Pierce,4,Pierce,4,1
1,James,EL BERNARDO,3,Brazoria,1926,1,Ed. A.,3/1/1926,5/15/1929,1171,Hoover,26,F.D.Roosevelt1,27,1
1,Cass,ENGLISH,11,Brazoria,1921,9,Wm. W.,11/9/1921,11/15/1924,1102,Harding,24,Coolidge,25,1
1,Bullington,FREEPORT,4,Brazoria,1898,4,Lizzie,4/4/1898,8/24/1898,142,McKinley,17,McKinley,17,1
0,Trigg,FREEPORT,4,Brazoria,1913,17,Walton W.,4/17/1913,8/19/1914,489,Wilson1,22,Wilson1,22,0
0,Dorton,FREEPORT,8,Brazoria,1914,19,Harvey C.,8/19/1914,12/15/1924,3771,Wilson1,22,Coolidge,25,0
0,Elkins,FREEPORT,12,Brazoria,1924,15,Tenos W.,12/15/1924,na,na,Coolidge,25,na,na,na
1,Aycock,GULF PRAIRIE,7,Brazoria,1848,20,R. M.,7/20/1848,5/1/1850,650,Polk,1,Taylor,2,0
0,Crosby,GULF PRAIRIE,5,Brazoria,1850,1,Thos. P.,5/1/1850,10/19/1854,1632,Taylor,2,Pierce,4,1
2,Shattuck,GULF PRAIRIE,3,Brazoria,1855,26,Horace,3/26/1855,6/2/1858,1164,Pierce,4,Buchanan,5,0
0,Cosley,GULF PRAIRIE,6,Brazoria,1858,2,Thos. M.,6/2/1858,4/26/1862,1424,Buchanan,5,Lincoln1,6,0
0,Crosby,GULF PRAIRIE,4,Brazoria,1862,26,Thos. M.,4/26/1862,11/5/1866,1654,Lincoln1,6,Johnson,8,1
1,Carrico,HASIMA,6,Brazoria,1910,4,Harry G.,6/4/1910,11/16/1910,165,Taft,21,Taft,21,0
0,Weeks,HASIMA,11,Brazoria,1910,16,Lewis,11/16/1910,9/20/1912,674,Taft,21,Taft,21,0
0,McMaster,HASIMA,9,Brazoria,1912,20,Wm. I.,9/20/1912,1/5/1914,472,Taft,21,Wilson1,22,0
0,Nelson,HASIMA,1,Brazoria,1914,5,John A.,1/5/1914,4/26/1915,476,Wilson1,22,Wilson1,22,0
0,Reeves,HASIMA,4,Brazoria,1915,26,Maggie L.,4/26/1915,6/30/1916,431,Wilson1,22,Wilson1,22,1
2,Reeves,HASIMA,11,Brazoria,1918,26,Perry J.,11/26/1918,6/30/1921,947,Wilson2,23,Harding,24,1
1,Rowley,HIND'S,5,Brazoria,1846,22,O.,5/22/1846,11/12/1846,174,Polk,1,Polk,1,1
2,Hinds,HIND'S,5,Brazoria,1848,17,G.,5/17/1848,6/20/1850,764,Polk,1,Taylor,2,0
0,Munson,HIND'S,6,Brazoria,1850,20,Mordella,6/20/1850,8/14/1854,1516,Taylor,2,Pierce,4,1
1,Perry,HINKLES FERRY,9,Brazoria,1877,17,Henry A.,9/17/1877,6/3/1878,259,Hayes,11,Hayes,11,0
0,Hinkle,HINKLES FERRY,6,Brazoria,1878,3,Jas.,6/3/1878,1/31/1914,13025,Hayes,11,Wilson1,22,1
1,Ford,IOWA COLONY,8,Brazoria,1919,25,Anna L.,8/25/1919,na,na,Wilson2,23,na,na,na
1,Martin,JORDAN,6,Brazoria,1871,12,R. F.,6/12/1871,8/7/1871,56,Grant1,9,Grant1,9,0
0,McNeill,JORDAN,8,Brazoria,1871,7,John,8/7/1871,10/28/1872,448,Grant1,9,Grant1,9,1
1,Clouter,KIBER,6,Brazoria,1897,29,Eliz.,6/29/1897,12/12/1898,531,McKinley,17,McKinley,17,0
0,Stephens,KIBER,12,Brazoria,1898,12,Jas. W.,12/12/1898,1/25/1899,44,McKinley,17,McKinley,17,0
0,Barnett,KIBER,1,Brazoria,1899,25,Duke N.,1/25/1899,4/14/1900,444,McKinley,17,McKinley,17,0
0,Woodruff,KIBER,4,Brazoria,1900,14,Judge E.,4/14/1900,11/30/1900,230,McKinley,17,McKinley,17,1
1,Dupuy,LAKESIDE,4,Brazoria,1897,24,Jas. E.,4/24/1897,10/11/1897,170,McKinley,17,McKinley,17,1
1,Lay,LAYTONIA,3,Brazoria,1876,13,Wm. L.,3/13/1876,9/23/1878,924,Grant2,10,Hayes,11,1
1,Spencer,LIVEOAK,3,Brazoria,1899,15,Zachary T.,3/15/1899,2/14/1901,701,McKinley,17,McKinley,17,1
1,Hall,LIVERPOOL,5,Brazoria,1846,22,W. D. C.,5/22/1846,6/14/1847,388,Polk,1,Polk,1,0
0,Allen,LIVERPOOL,6,Brazoria,1847,14,George,6/14/1847,8/17/1848,430,Polk,1,Polk,1,0
0,Moore,LIVERPOOL,8,Brazoria,1848,17,John W.,8/17/1848,11/30/1848,105,Polk,1,Polk,1,0
0,Scott,LIVERPOOL,11,Brazoria,1848,30,Wm. M.,11/30/1848,9/20/1860,4312,Polk,1,Buchanan,5,0
0,Nelson,LIVERPOOL,9,Brazoria,1860,20,Thos. C.,9/20/1860,3/13/1862,539,Buchanan,5,Lincoln1,6,0
0,Nelson,LIVERPOOL,3,Brazoria,1862,13,Thos. C.,3/13/1862,11/5/1864,968,Lincoln1,6,Lincoln1,6,0
0,Scott,LIVERPOOL,11,Brazoria,1864,5,Wm. M.,11/5/1864,4/24/1867,900,Lincoln1,6,Johnson,8,1
2,Levie,LIVERPOOL,8,Brazoria,1879,5,Allen,8/5/1879,2/18/1886,2389,Hayes,11,Cleveland1,14,0
0,Whitfield,LIVERPOOL,2,Brazoria,1886,18,Catherine A. P.,2/18/1886,3/10/1892,2212,Cleveland1,14,Harrison,15,0
0,Wehrly,LIVERPOOL,3,Brazoria,1892,10,Margaret A.,3/10/1892,11/14/1894,979,Harrison,15,Cleveland2,16,0
0,Richardson,LIVERPOOL,11,Brazoria,1894,14,Louisa J,11/14/1894,9/12/1900,2128,Cleveland2,16,McKinley,17,0
0,Clement,LIVERPOOL,9,Brazoria,1900,12,Henry,9/12/1900,8/27/1907,2540,McKinley,17,Roosevelt2,20,0
0,Ackerman,LIVERPOOL,8,Brazoria,1907,27,Louisa J.,8/27/1907,3/24/1908,210,Roosevelt2,20,Roosevelt2,20,0
0,Clement,LIVERPOOL,3,Brazoria,1908,24,Wm. H.,3/24/1908,8/22/1908,151,Roosevelt2,20,Roosevelt2,20,0
0,Juliff,LIVERPOOL,8,Brazoria,1908,22,John,8/22/1908,9/24/1910,763,Roosevelt2,20,Taft,21,0
0,Faulkner,LIVERPOOL,9,Brazoria,1910,24,Louisa J.,9/24/1910,10/13/1915,1845,Taft,21,Wilson1,22,0
0,Breeding,LIVERPOOL,10,Brazoria,1915,13,Odelle,10/13/1915,8/19/1916,311,Wilson1,22,Wilson1,22,0
0,Wolverton,LIVERPOOL,8,Brazoria,1916,19,Myron T.,8/19/1916,11/26/1919,1194,Wilson1,22,Wilson2,23,0
0,Bulgier,LIVERPOOL,11,Brazoria,1919,26,Wm. J.,11/26/1919,12/9/1920,379,Wilson2,23,Wilson2,23,0
0,Spiller,LIVERPOOL,12,Brazoria,1920,9,Abel W.,12/9/1920,na,na,Wilson2,23,na,na,na
1,Lochridge,LOCHRIDGE,8,Brazoria,1913,28,Blackburn,8/28/1913,10/26/1929,5903,Wilson1,22,F.D.Roosevelt1,27,0
0,Lochridge,LOCHRIDGE,10,Brazoria,1929,26,Tom A.,10/26/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Cummings,McBETH,7,Brazoria,1913,19,Chester T.,7/19/1913,11/30/1916,1230,Wilson1,22,Wilson1,22,1
1,Pugh,MANVEL,9,Brazoria,1892,22,Wm. H.,9/22/1892,7/12/1895,1023,Harrison,15,Cleveland2,16,0
0,Pugh,MANVEL,7,Brazoria,1895,12,John D.,7/12/1895,10/14/1897,825,Cleveland2,16,McKinley,17,0
0,Ralston,MANVEL,10,Brazoria,1897,14,Chas. O.,10/14/1897,6/8/1903,2062,McKinley,17,Roosevelt1,19,0
0,Correll,MANVEL,6,Brazoria,1903,8,Jos.,6/8/1903,11/28/1914,4191,Roosevelt1,19,Wilson1,22,0
0,Morris,MANVEL,11,Brazoria,1914,28,Harry N.,11/28/1914,7/25/1921,2431,Wilson1,22,Harding,24,0
0,Mohr,MANVEL,7,Brazoria,1921,25,John,7/25/1921,4/4/1924,984,Harding,24,Coolidge,25,0
0,Booth,MANVEL,4,Brazoria,1924,4,Mrs. Rena M.,4/4/1924,na,na,Coolidge,25,na,na,na
1,Lacy,MARKBELT,10,Brazoria,1893,4,John T.,10/4/1893,11/20/1893,47,Cleveland2,16,Cleveland2,16,0
1,James,MARMION,11,Brazoria,1925,1,Ed. A.,11/1/1925,na,na,Hoover,26,na,na,na
1,Phelps,OROZIMBO,5,Brazoria,1846,22,J. A. E.,5/22/1846,8/31/1847,466,Polk,1,Polk,1,1
1,South,OTEY,10,Brazoria,1911,5,John N.,10/5/1911,5/9/1916,1678,Taft,21,Wilson1,22,0
0,Cunningham,OTEY,5,Brazoria,1916,9,Lily G,5/9/1916,3/7/1918,667,Wilson1,22,Wilson2,23,0
0,Smith,OTEY,3,Brazoria,1918,7,Lewis E.,3/7/1918,2/3/1919,333,Wilson2,23,Wilson2,23,0
0,Kelly,OTEY,2,Brazoria,1919,3,Emilie L.,2/3/1919,6/7/1920,490,Wilson2,23,Wilson2,23,0
0,Gentry,OTEY,6,Brazoria,1920,7,Mrs. W. P.,6/7/1920,5/20/1921,347,Wilson2,23,Harding,24,0
0,Veale,OTEY,5,Brazoria,1921,20,Jas. H.,5/20/1921,11/16/1921,180,Harding,24,Harding,24,0
0,Whatley,OTEY,11,Brazoria,1921,16,Forrest C.,11/16/1921,4/8/1926,1604,Harding,24,Hoover,26,0
0,Smith,OTEY,4,Brazoria,1926,8,Hazel E.,4/8/1926,7/22/1927,470,Hoover,26,Hoover,26,0
0,Jackson,OTEY,7,Brazoria,1927,22,Hubbard J.,7/22/1927,11/19/1927,120,Hoover,26,Hoover,26,0
0,Jackson,OTEY,11,Brazoria,1927,19,Mrs. Selina,11/19/1927,na,na,Hoover,26,na,na,na
1,Coffee,OYSTER CREEK,1,Brazoria,1852,12,Thom. J.,1/12/1852,12/21/1852,344,Fillmore,3,Fillmore,3,0
0,Fenny,OYSTER CREEK,12,Brazoria,1852,21,Alvan,12/21/1852,7/29/1853,220,Fillmore,3,Pierce,4,0
0,Milby,OYSTER CREEK,7,Brazoria,1853,29,Henry,7/29/1853,6/28/1854,334,Pierce,4,Pierce,4,1
2,Douglas,OYSTER CREEK,2,Brazoria,1871,1,Freeman W.,2/1/1871,2/24/1876,1849,Grant1,9,Grant2,10,0
0,Willis,OYSTER CREEK,2,Brazoria,1876,24,Alfred W.,2/24/1876,3/17/1879,1117,Grant2,10,Hayes,11,0
0,Moseley,OYSTER CREEK,3,Brazoria,1879,17,Wm. G.,3/17/1879,4/20/1881,765,Hayes,11,Garfield,12,0
0,Dewey,OYSTER CREEK,4,Brazoria,1881,20,Eliphalett C.,4/20/1881,10/23/1885,1647,Garfield,12,Cleveland1,14,0
0,Stratton,OYSTER CREEK,10,Brazoria,1885,23,Jesse D.,10/23/1885,2/8/1887,473,Cleveland1,14,Cleveland1,14,0
0,Lewis,OYSTER CREEK,2,Brazoria,1887,8,Theo. P.,2/8/1887,4/26/1894,2634,Cleveland1,14,Cleveland2,16,0
-1,Kelly,OYSTERCREEK,4,Brazoria,1894,26,Horace E.,4/26/1894,4/22/1899,1822,Cleveland2,16,McKinley,17,1
