NewApp,Last,Office,Longitude,Month,County,Year,Latitude,Day,First
1,Keeler,IREDELL,-97.87166,12,Bosque,1870,31.984291,21,Wm. G.
0,Loader,IREDELL,-97.87166,9,Bosque,1872,31.984291,25,Thos. T.
0,Buchanan,IREDELL,-97.87166,9,Bosque,1885,31.984291,8,Wm. F.
0,Loader,IREDELL,-97.87166,10,Bosque,1889,31.984291,14,Thos. T.
0,Phillips,IREDELL,-97.87166,9,Bosque,1893,31.984291,9,John C.
0,McIlhenny,IREDELL,-97.87166,1,Bosque,1897,31.984291,13,Wm. A.
0,Loader,IREDELL,-97.87166,4,Bosque,1898,31.984291,3,G. T.
0,McIlhenny,IREDELL,-97.87166,1,Bosque,1897,31.984291,13,Wm. A.
0,Williamson,IREDELL,-97.87166,12,Bosque,1914,31.984291,3,John P.
0,Turner,IREDELL,-97.87166,11,Bosque,1920,31.984291,1,Wm. F.
0,Strong,IREDELL,-97.87166,3,Bosque,1923,31.984291,3,Harry B.
0,Hurt,IREDELL,-97.87166,3,Bosque,1931,31.984291,27,Irvin D.
1,Willingham,KIMBALL,-97.4858518,12,Bosque,1860,32.1090392,13,John A.
0,Willingham,KIMBALL,-97.4858518,7,Bosque,1861,32.1090392,12,J. A.
2,Willingham,KIMBALL,-97.4858518,1,Bosque,1864,32.1090392,4,B. M.
3,Chancellor,KIMBALL,-97.4858518,6,Bosque,1871,32.1090392,15,Thos. F.
0,Willingham,KIMBALL,-97.4858518,10,Bosque,1872,32.1090392,15,I. V.
0,Lupton,KIMBALL,-97.4858518,4,Bosque,1873,32.1090392,22,Lewis R.
0,Maxey,KIMBALL,-97.4858518,9,Bosque,1873,32.1090392,5,Rice
0,Greer,KIMBALL,-97.4858518,7,Bosque,1876,32.1090392,11,Matt. S.
0,Stedham,KIMBALL,-97.4858518,1,Bosque,1877,32.1090392,30,Wm.
0,Greer,KIMBALL,-97.4858518,12,Bosque,1877,32.1090392,27,Matt. S.
0,Maxey,KIMBALL,-97.4858518,12,Bosque,1878,32.1090392,10,Rice
0,Cooke,KIMBALL,-97.4858518,11,Bosque,1881,32.1090392,11,H. C.
0,Rogers,KIMBALL,-97.4858518,2,Bosque,1887,32.1090392,7,Thos. L.
0,DeCordova,KIMBALL,-97.4858518,4,Bosque,1891,32.1090392,16,Irvin
1,Girsler,KOPPERL,-97.5033599,9,Bosque,1881,32.0700302,5,David A.
0,Greer,KOPPERL,-97.5033599,8,Bosque,1884,32.0700302,5,Matt. S.
0,Maxey,KOPPERL,-97.5033599,11,Bosque,1884,32.0700302,25,Rice
0,Guin,KOPPERL,-97.5033599,7,Bosque,1897,32.0700302,24,Wm. R.
0,Johnson,KOPPERL,-97.5033599,11,Bosque,1903,32.0700302,28,Isaac M.
0,Rush,KOPPERL,-97.5033599,11,Bosque,1914,32.0700302,13,Henry G.
0,Alsup,KOPPERL,-97.5033599,12,Bosque,1919,32.0700302,20,John L.
0,Davis,KOPPERL,-97.5033599,3,Bosque,1924,32.0700302,20,Jas. T.
1,Smith,MERIDIAN,-97.651391,6,Bosque,1856,31.924929,12,Jos. W.
0,Goodlett,MERIDIAN,-97.651391,5,Bosque,1858,31.924929,15,John A.
0,White,MERIDIAN,-97.651391,5,Bosque,1859,31.924929,21,Robt. O.
0,Wood,MERIDIAN,-97.651391,6,Bosque,1860,31.924929,11,Josiah J.
0,Wood,MERIDIAN,-97.651391,11,Bosque,1861,31.924929,12,J. J.
0,Mabray,MERIDIAN,-97.651391,2,Bosque,1863,31.924929,14,Jasper N.
0,Dickerman,MERIDIAN,-97.651391,8,Bosque,1864,31.924929,8,H. T.
0,Thomas,MERIDIAN,-97.651391,10,Bosque,1864,31.924929,26,A. S.
0,Thomas,MERIDIAN,-97.651391,3,Bosque,1866,31.924929,7,Asbury S.
0,Standefer,MERIDIAN,-97.651391,4,Bosque,1866,31.924929,23,Jesse L.
0,Thomas,MERIDIAN,-97.651391,4,Bosque,1867,31.924929,2,Asbury S.
0,Billingsley,MERIDIAN,-97.651391,3,Bosque,1868,31.924929,24,Saml. W.
0,Angel,MERIDIAN,-97.651391,12,Bosque,1870,31.924929,23,Thad. T.
0,Howard,MERIDIAN,-97.651391,1,Bosque,1873,31.924929,24,Philip
0,Hoffman,MERIDIAN,-97.651391,6,Bosque,1875,31.924929,1,Adolf
0,Dean,MERIDIAN,-97.651391,9,Bosque,1875,31.924929,6,Alvan M.
0,Howard,MERIDIAN,-97.651391,9,Bosque,1877,31.924929,19,Philip
0,Black,MERIDIAN,-97.651391,3,Bosque,1878,31.924929,4,Jos. M.
0,Herring,MERIDIAN,-97.651391,12,Bosque,1879,31.924929,29,Benj. D.
0,Harvey,MERIDIAN,-97.651391,1,Bosque,1880,31.924929,26,John
0,Johnson,MERIDIAN,-97.651391,5,Bosque,1885,31.924929,8,John H.
0,Harvey,MERIDIAN,-97.651391,8,Bosque,1889,31.924929,29,John
0,Compton,MERIDIAN,-97.651391,12,Bosque,1893,31.924929,29,Mrs. Willie M.
0,Warrington,MERIDIAN,-97.651391,7,Bosque,1897,31.924929,20,Wm. B.
0,Harvey,MERIDIAN,-97.651391,2,Bosque,1900,31.924929,2,John
0,Porter,MERIDIAN,-97.651391,5,Bosque,1913,31.924929,20,Chas. C.
0,Darden,MERIDIAN,-97.651391,2,Bosque,1922,31.924929,10,Thos. L.
1,Conine,MERRIVALE,,5,Bosque,1889,,20,Robt. E.
0,Conine,MERRIVALE,,11,Bosque,1890,,21,Albert A.
0,Curby,MERRIVALE,,3,Bosque,1902,,5,John H.
0,Hyde,MERRIVALE,,11,Bosque,1902,,8,Isaac S.
1,Nicholls,MORGAN,-97.6081762,12,Bosque,1879,32.0170902,22,E. J.
0,Simms,MORGAN,-97.6081762,12,Bosque,1879,32.0170902,29,John W.
0,Donnell,MORGAN,-97.6081762,12,Bosque,1886,32.0170902,30,Robt.
0,Wallace,MORGAN,-97.6081762,1,Bosque,1890,32.0170902,28,Ed. D.
0,Huddleston,MORGAN,-97.6081762,6,Bosque,1893,32.0170902,8,Taylor W.
0,Conine,MORGAN,-97.6081762,7,Bosque,1897,32.0170902,8,Robt. E.
0,Wilcox,MORGAN,-97.6081762,8,Bosque,1900,32.0170902,10,D. C.
0,Bone,MORGAN,-97.6081762,11,Bosque,1900,32.0170902,5,John K.
0,Bone,MORGAN,-97.6081762,6,Bosque,1906,32.0170902,29,Maggie V.
0,Canada,MORGAN,-97.6081762,1,Bosque,1907,32.0170902,30,Leander A.
0,Ligon,MORGAN,-97.6081762,10,Bosque,1913,32.0170902,17,Will
0,Bonds,MORGAN,-97.6081762,11,Bosque,1918,32.0170902,26,J. Marshall
0,Sweatmon,MORGAN,-97.6081762,10,Bosque,1922,32.0170902,16,Mary O.
0,Newton,MORGAN,-97.6081762,7,Bosque,1923,32.0170902,1,Helen
0,Morris,MORGAN,-97.6081762,12,Bosque,1929,32.0170902,15,Helen
1,Anderson,MORNACK,,1,Bosque,1880,,8,Hugh S.
1,Howard,MOSHEIM,-97.6000195,7,Bosque,1887,31.6262719,21,Jeff David
0,Arnold,MOSHEIM,-97.6000195,5,Bosque,1891,31.6262719,5,Fernandes M.
0,Hurst,MOSHEIM,-97.6000195,10,Bosque,1892,31.6262719,6,Hiram
0,Standard,MOSHEIM,-97.6000195,6,Bosque,1908,31.6262719,19,Chas.
0,Simms,MOSHEIM,-97.6000195,2,Bosque,1911,31.6262719,11,Jas. G.
0,Sockwell,MOSHEIM,-97.6000195,5,Bosque,1921,31.6262719,20,Cassie
0,Narmour,MOSHEIM,-97.6000195,3,Bosque,1924,31.6262719,22,Esley H.
1,Mabray,NEILL'S CREEK,,1,Bosque,1858,,19,Jas. H.
1,Canuteson,NORMAN HILL,-97.6569661,7,Bosque,1859,31.7184914,21,Ole
0,Canuteson,NORMAN HILL,-97.6569661,7,Bosque,1861,31.7184914,12,O.
0,Canuteson,NORMAN HILL,-97.6569661,10,Bosque,1866,31.7184914,11,Ole
2,Grann,NORMAN HILL,-97.6569661,7,Bosque,1874,31.7184914,15,H.J.
0,Rolen,NORMAN HILL,-97.6569661,9,Bosque,1877,31.7184914,5,Eugene A.
1,Langren,NORSE,-97.6725223,12,Bosque,1880,31.7559904,27,Ole K.
0,Rolen,NORSE,-97.6725223,11,Bosque,1881,31.7559904,15,E. A.
0,Leguarn,NORSE,-97.6725223,8,Bosque,1885,31.7559904,19,Carstein
0,Linberg,NORSE,-97.6725223,5,Bosque,1887,31.7559904,27,M. J.
0,Grimland,NORSE,-97.6725223,3,Bosque,1894,31.7559904,14,Harry N.
0,Grimland,NORSE,-97.6725223,3,Bosque,1895,31.7559904,7,Jas. E.
0,Larsen,NORSE,-97.6725223,8,Bosque,1898,31.7559904,20,Aug.
0,Colwick,NORSE,-97.6725223,7,Bosque,1900,31.7559904,27,Thos. T.
0,Eggen,NORSE,-97.6725223,12,Bosque,1927,31.7559904,8,Ovee J.
0,Eggen,NORSE,-97.6725223,5,Bosque,1928,31.7559904,29,Amos A.
1,Reeder,NORWAY HILLS,-97.6569659,4,Bosque,1879,31.693492,12,Alvin G.
0,Lyon,NORWAY HILLS,-97.6569659,4,Bosque,1882,31.693492,13,J. A.
0,Odle,NORWAY HILLS,-97.6569659,2,Bosque,1883,31.693492,14,John S.
0,Stapleton,NORWAY HILLS,-97.6569659,8,Bosque,1883,31.693492,28,Geo. J.
1,Hudson,POWELL DALE,,5,Bosque,1873,,5,Jas. A.
0,Lockett,POWELL DALE,,11,Bosque,1874,,4,Wm. H.
0,Lockett,POWELL DALE,,2,Bosque,1876,,15,Thos. H.
0,Lockett,POWELL DALE,,3,Bosque,1876,,20,Thos F.
0,Lockett,POWELL DALE,,2,Bosque,1877,,28,Wm. H.
0,Barry,POWELL DALE,,4,Bosque,1880,,7,Ed. T.
0,Hunt,POWELL DALE,,7,Bosque,1881,,25,Hugh
1,Smith,ROSWELL,,6,Bosque,1902,,28,Chesley
0,Harris,ROSWELL,,2,Bosque,1913,,14,Dick
0,Neal,ROSWELL,,1,Bosque,1914,,22,Sam B.
0,Veteto,ROSWELL,,3,Bosque,1918,,8,Dan
0,Mayes,ROSWELL,,1,Bosque,1925,,5,Annie L.
0,Bishop,ROSWELL,,2,Bosque,1925,,27,Thos. M.
0,Day,ROSWELL,,4,Bosque,1929,,30,Lorena H.
1,Russell,RUSSELL GAP,,8,Bosque,1876,,21,Wm. H.
-1,Sears,SEARSVILLE,,7,Bosque,1859,,18,Josiah L.
1,Simms,STEELE'S CREEK,-97.4369607,8,Bosque,1879,32.002376,26,John W.
-1,Pallmeyer,STEINER,,12,Bosque,1916,,12,Wm. C.
0,Worley,STEINER,,2,Bosque,1927,,1,Walter H.
0,Shields,STEINER,,9,Bosque,1927,,28,Sadie E.
0,Holt,STEINER,,2,Bosque,1930,,28,Elias C.
1,Harris,SUN,-1,6,Bosque,1887,-1,1,Wm. O.
1,Gouldy,VAUGHAN,-97.1736179,5,Bosque,1879,31.9146023,19,John H.
0,Odle,VAUGHAN,-97.1736179,8,Bosque,1881,31.9146023,17,John
1,Isenhower,VALLEY MILLS,-97.471279,4,Bosque,1867,31.658046,19,Moses
0,Isenhower,VALLEY MILLS,-97.471279,6,Bosque,1867,31.658046,5,Simeon
0,Sadler,VALLEY MILLS,-97.471279,3,Bosque,1871,31.658046,7,Henry W.
0,Downing,VALLEY MILLS,-97.471279,9,Bosque,1871,31.658046,4,Andrew
0,Barnet,VALLEY MILLS,-97.471279,7,Bosque,1872,31.658046,2,Alex. M.
0,Spurlock,VALLEY MILLS,-97.471279,9,Bosque,1874,31.658046,28,Drury J.
0,Parker,VALLEY MILLS,-97.471279,8,Bosque,1881,31.658046,24,John F.
0,Jackson,VALLEY MILLS,-97.471279,12,Bosque,1887,31.658046,28,Wm. W.
0,Parker,VALLEY MILLS,-97.471279,10,Bosque,1889,31.658046,24,John F.
0,Sparks,VALLEY MILLS,-97.471279,10,Bosque,1893,31.658046,26,Robt. A.
0,Jarrett,VALLEY MILLS,-97.471279,1,Bosque,1896,31.658046,29,Ella B.
0,Townley,VALLEY MILLS,-97.471279,9,Bosque,1898,31.658046,8,Robt. M.
0,Townley,VALLEY MILLS,-97.471279,3,Bosque,1901,31.658046,7,Marion D.
0,Simmons,VALLEY MILLS,-97.471279,5,Bosque,1905,31.658046,16,Charlie
0,McElhannon,VALLEY MILLS,-97.471279,1,Bosque,1913,31.658046,17,Robt. Lee
0,Allen,VALLEY MILLS,-97.471279,6,Bosque,1913,31.658046,5,Pope
0,Warrington,VALLEY MILLS,-97.471279,4,Bosque,1922,31.658046,10,John F.
1,Grace,WALNUT,-97.7494711,9,Bosque,1883,32.0576479,10,Jos. P.
0,Bible,WALNUT,-97.7494711,11,Bosque,1885,32.0576479,3,Jas. A.
0,Chambers,WALNUT,-97.7494711,4,Bosque,1889,32.0576479,19,Amos
-1,Chambers,WALNUT SPRINGS,-97.749894,9,Bosque,1892,32.056771,16,Amos
0,Young,WALNUT SPRINGS,-97.749894,7,Bosque,1893,32.056771,12,Mrs. Josephine F.
0,Howell,WALNUT SPRINGS,-97.749894,12,Bosque,1896,32.056771,11,Wm. T.
0,Walton,WALNUT SPRINGS,-97.749894,4,Bosque,1898,32.056771,6,Robt. H.
0,Walton,WALNUT SPRINGS,-97.749894,9,Bosque,1907,32.056771,14,Mrs. Effie
0,Lewis,WALNUT SPRINGS,-97.749894,7,Bosque,1916,32.056771,15,J. G.
0,Stinebaugh,WALNUT SPRINGS,-97.749894,11,Bosque,1921,32.056771,18,Kit C.
0,Grieve,WALNUT SPRINGS,-97.749894,7,Bosque,1930,32.056771,21,Mattie P.
1,Anderson,WOMACK,-97.4961283,2,Bosque,1880,31.8371017,25,Hugh S.
0,Womack,WOMACK,-97.4961283,2,Bosque,1881,31.8371017,7,Thos. J.
0,McGuire,WOMACK,-97.4961283,9,Bosque,1897,31.8371017,29,Eli S.
0,Miller,WOMACK,-97.4961283,4,Bosque,1900,31.8371017,3,Mattie F.
0,Simmons,WOMACK,-97.4961283,3,Bosque,1904,31.8371017,28,Robt. P.
0,Mills,ALMONT,-94.4965941,3,Bowie,1896,33.5976161,7,John
0,McDaniel,ALMONT,-94.4965941,1,Bowie,1897,33.5976161,7,John W.
0,Whitten,ALMONT,-94.4965941,3,Bowie,1898,33.5976161,14,Wm. W.
0,Boswell,ALMONT,-94.4965941,9,Bowie,1898,33.5976161,14,Levi C.
0,McDaniel,ALMONT,-94.4965941,9,Bowie,1899,33.5976161,20,John W.
0,Wheeler,ALMONT,-94.4965941,2,Bowie,1900,33.5976161,6,Joel T.
1,McCrarey,ANNIE,,2,Bowie,1865,,13,Silas
1,Dalby,BASSETT,-94.5610364,6,Bowie,1882,33.3167871,1,Gordentia E.
0,Peters,BASSETT,-94.5610364,2,Bowie,1883,33.3167871,9,Jos.
0,Powell,BASSETT,-94.5610364,8,Bowie,1894,33.3167871,2,Thos. G.
0,Tohill,BASSETT,-94.5610364,3,Bowie,1898,33.3167871,14,Jesse G.
0,Lash,BASSETT,-94.5610364,3,Bowie,1900,33.3167871,30,Wilber P.
0,Kirby,BASSETT,-94.5610364,6,Bowie,1901,33.3167871,26,Vance
0,Myers,BASSETT,-94.5610364,11,Bowie,1902,33.3167871,18,John E.
0,McCoppin,BASSETT,-94.5610364,4,Bowie,1912,33.3167871,25,Zema G.
0,Bird,BASSETT,-94.5610364,8,Bowie,1913,33.3167871,8,Wm. T.
0,Cole,BASSETT,-94.5610364,1,Bowie,1916,33.3167871,25,Wm. H.
0,Alexanders,BASSETT,-94.5610364,7,Bowie,1916,33.3167871,10,Ada L.
0,Cole,BASSETT,-94.5610364,6,Bowie,1917,33.3167871,2,Annie
0,Davidson,BASSETT,-94.5610364,9,Bowie,1920,33.3167871,15,Robt. M.
0,Cole,BASSETT,-94.5610364,10,Bowie,1921,33.3167871,8,Wm. H.
0,Johnson,BOOKER,-100.53777,0,Bowie,0,36.453628,16 Feb1903,Major J.
1,Vandike,BOSTON,-94.4196452,5,Bowie,1846,33.4415086,22,L. D.
0,Loop,BOSTON,-94.4196452,11,Bowie,1846,33.4415086,30,John
0,Elliott,BOSTON,-94.4196452,1,Bowie,1848,33.4415086,28,John W.
0,Lindsay,BOSTON,-94.4196452,2,Bowie,1850,33.4415086,25,Robt. U.
0,Morris,BOSTON,-94.4196452,6,Bowie,1850,33.4415086,10,Lee
0,Johnson,BOSTON,-94.4196452,2,Bowie,1852,33.4415086,6,Lewis S.
0,Moss,BOSTON,-94.4196452,7,Bowie,1856,33.4415086,24,Jas. R.
0,Lucas,BOSTON,-94.4196452,7,Bowie,1861,33.4415086,12,Jos. A.
0,Hunter,BOSTON,-94.4196452,7,Bowie,1864,33.4415086,21,H. C.
0,Temple,BOSTON,-94.4196452,7,Bowie,1866,33.4415086,16,Chas. H.
0,Eberhard,BOSTON,-94.4196452,2,Bowie,1867,33.4415086,20,Harm
0,Anderson,BOSTON,-94.4196452,4,Bowie,1867,33.4415086,19,Nathan Burd
0,Glover,BOSTON,-94.4196452,12,Bowie,1868,33.4415086,17,N. A.
0,Odell,BOSTON,-94.4196452,2,Bowie,1869,33.4415086,17,W. I.
0,Montgomery,BOSTON,-94.4196452,4,Bowie,1875,33.4415086,5,J. W.
0,Bickford,BOSTON,-94.4196452,7,Bowie,1875,33.4415086,29,Ceylon C.
0,Faust,BOSTON,-94.4196452,9,Bowie,1875,33.4415086,29,Jay N.
0,Hooks,BOSTON,-94.4196452,9,Bowie,1876,33.4415086,4,Thos. W.
0,Thomas,BOSTON,-94.4196452,9,Bowie,1876,33.4415086,28,Jas. B.
0,Moss,BOSTON,-94.4196452,6,Bowie,1877,33.4415086,18,O. P.
0,Faust,BOSTON,-94.4196452,8,Bowie,1877,33.4415086,15,J. N.
2,Hooks,BOSTON,-94.4196452,11,Bowie,1877,33.4415086,6,Thos. W.
0,Sharp,BOSTON,-94.4196452,9,Bowie,1878,33.4415086,23,Cicero L.
0,Tidwell,BOSTON,-94.4196452,0,Bowie,0,33.4415086,19 Dec1878,Berry R.
0,Helms,BOSTON,-94.4196452,6,Bowie,1882,33.4415086,1,Cader P.
0,Shaw,BOSTON,-94.4196452,3,Bowie,1883,33.4415086,27,Thad
0,Eckle,BOSTON,-94.4196452,1,Bowie,1884,33.4415086,28,Thos. A.
0,Blaxam,BOSTON,-94.4196452,4,Bowie,1884,33.4415086,7,Wm.
0,Battle,BOSTON,-94.4196452,4,Bowie,1884,33.4415086,24,Julius O.
0,Watlington,BOSTON,-94.4196452,11,Bowie,1888,33.4415086,24,Robt. H.
0,Watlington,BOSTON,-94.4196452,4,Bowie,1893,33.4415086,18,Thos. J.
0,Morris,BOSTON,-94.4196452,11,Bowie,1897,33.4415086,5,Geo. W.
3,Morris,BOSTON,-94.4196452,10,Bowie,1900,33.4415086,3,Geo. W.
0,Williams,BOSTON,-94.4196452,7,Bowie,1911,33.4415086,24,Susan E.
0,Lynch,BOSTON,-94.4196452,1,Bowie,1916,33.4415086,11,Susan E.
0,Wellborn,BOSTON,-94.4196452,3,Bowie,1920,33.4415086,6,Edgar W.
0,Griffin,BOSTON,-94.4196452,5,Bowie,1922,33.4415086,15,Wm. T.
0,Berry,BOSTON,-94.4196452,4,Bowie,1924,33.4415086,24,Bessie B.
0,Welborn,BOSTON,-94.4196452,1,Bowie,1931,33.4415086,15,Edgar W.
0,Wilson,BOSTON,-94.4196452,4,Bowie,1931,33.4415086,21,Eliz.
1,Brown,BROWNSTOWN,,11,Bowie,1911,,20,Randolph H.
1,Furgeson,BUCHANAN,-94.0660203,6,Bowie,1882,33.3284601,19,Jos. G.
0,Buchanan,BUCHANAN,-94.0660203,8,Bowie,1887,33.3284601,4,Jas. A.
0,Draughon,BUCHANAN,-94.0660203,7,Bowie,1888,33.3284601,9,Jas. H.
0,Balthrop,BUCHANAN,-94.0660203,2,Bowie,1894,33.3284601,2,Wyley R.
0,Whitridge,BUCHANAN,-94.0660203,9,Bowie,1897,33.3284601,10,Oliver B.
0,Balthrop,BUCHANAN,-94.0660203,6,Bowie,1898,33.3284601,1,Adelia F.
0,Whitteredge,BUCHANAN,-94.0660203,1,Bowie,1900,33.3284601,5,Susan C.
0,Few,BUCHANAN,-94.0660203,1,Bowie,1902,33.3284601,4,Adelia T.
1,Feazel,BUSH,,3,Bowie,1890,,4,Isaiah S.
1,Morgan,CARBONDALE,-94.4413104,7,Bowie,1907,33.3151224,19,David J.
1,Chance,CHANCEY,,10,Bowie,1890,,6,Benajah
1,Petty,COLLEGEHILL,-94.6129841,2,Bowie,1902,33.4156725,6,Wm. H.
1,Turner,CORLEY,-94.3943646,4,Bowie,1882,33.326234,12,Jay Carr
0,Moss,CORLEY,-94.3943646,3,Bowie,1886,33.326234,12,Otway P.
0,Berry,CORLEY,-94.3943646,7,Bowie,1890,33.326234,16,John W. T.
0,Burnett,CORLEY,-94.3943646,1,Bowie,1893,33.326234,13,Thos. E.
0,Evans,CORLEY,-94.3943646,4,Bowie,1895,33.326234,27,Victor J.
0,Berry,CORLEY,-94.3943646,3,Bowie,1917,33.326234,15,Bessie
0,Watson,CORLEY,-94.3943646,6,Bowie,1917,33.326234,13,Wm. M.
0,Jackson,CORLEY,-94.3943646,1,Bowie,1923,33.326234,4,Hardie E.
0,Jackson,CORLEY,-94.3943646,2,Bowie,1929,33.326234,19,Mrs. Cecil L.
1,Burroughs,DALBY SPRINGS,-94.6796521,2,Bowie,1877,33.369006,8,J. M.
0,Dalby,DALBY SPRINGS,-94.6796521,5,Bowie,1877,33.369006,16,G. B.
0,Dalby,DALBY SPRINGS,-94.6796521,7,Bowie,1877,33.369006,5,Green D.
0,Tisdale,DALBY SPRINGS,-94.6796521,1,Bowie,1885,33.369006,9,Aristotle C.
0,Woodson,DALBY SPRINGS,-94.6796521,6,Bowie,1890,33.369006,23,Jos. T.
0,Simington,DALBY SPRINGS,-94.6796521,11,Bowie,1893,33.369006,23,Wm. G.
0,Shaw,DALBY SPRINGS,-94.6796521,11,Bowie,1896,33.369006,4,Udolpho U.
0,Dalby,DALBY SPRINGS,-94.6796521,11,Bowie,1897,33.369006,8,Philip A.
0,Lumpkin,DALBY SPRINGS,-94.6796521,11,Bowie,1905,33.369006,24,Jas. D.
0,Heard,DALBY SPRINGS,-94.6796521,10,Bowie,1911,33.369006,6,Chas. D.
0,Simington,DALBY SPRINGS,-94.6796521,2,Bowie,1916,33.369006,12,Sue D.
0,Ketchum,DALBY SPRINGS,-94.6796521,2,Bowie,1924,33.369006,11,Mrs. Lee
1,Dalby,DALBY'S SPRINGS,-94.6796521,5,Bowie,1860,33.369006,16,Jos. G.
0,Dalby,DALBY'S SPRINGS,-94.6796521,12,Bowie,1861,33.369006,28,Jos. G.
0,Gilmer,DALBY'S SPRINGS,-94.6796521,4,Bowie,1862,33.369006,30,Rich. F.
0,Sturgeon,DARDEN,-94.5810368,3,Bowie,1923,33.3001205,2,Martha
0,Sturgeon,DARDEN,-94.5810368,2,Bowie,1925,33.3001205,27,Jas. C.
1,Williams,DE KALB,-94.618811,5,Bowie,1846,33.510049,22,J. J.
0,Kimbell,DE KALB,-94.618811,1,Bowie,1847,33.510049,7,John M.
2,Kimball,DE KALB,-94.618811,7,Bowie,1848,33.510049,19,John M.
0,Kimbell,DE KALB,-94.618811,1,Bowie,1862,33.510049,17,J. M.
0,Wyse,DE KALB,-94.618811,8,Bowie,1864,33.510049,19,Wm. J.
3,Matthews,DE KALB,-94.618811,4,Bowie,1867,33.510049,19,Elijah D.
0,Wyse,DE KALB,-94.618811,10,Bowie,1870,33.510049,26,Mrs. Ann A.
0,Wyse,DE KALB,-94.618811,7,Bowie,1880,33.510049,19,Jas. R.
0,Beville,DE KALB,-94.618811,3,Bowie,1881,33.510049,1,Joe F.
0,Whitfield,DE KALB,-94.618811,6,Bowie,1881,33.510049,23,Gerard W.
0,Wyse,DE KALB,-94.618811,4,Bowie,1885,33.510049,29,Chas. D.
0,Cunningham,DE KALB,-94.618811,2,Bowie,1890,33.510049,12,Josh W.
0,Morrow,DE KALB,-94.618811,4,Bowie,1893,33.510049,20,Cora M.
0,Smith,DE KALB,-94.618811,3,Bowie,1898,33.510049,14,Arthur L.
0,Smith,DE KALB,-94.618811,3,Bowie,1899,33.510049,31,Mrs. Ada
0,Cunningham,DE KALB,-94.618811,4,Bowie,1903,33.510049,1,Josh W.
0,Smith,DE KALB,-94.618811,4,Bowie,1908,33.510049,28,L. A.
0,Porter,DE KALB,-94.618811,1,Bowie,1913,33.510049,23,D. P.
0,Taylor,DE KALB,-94.618811,9,Bowie,1919,33.510049,1,Fred G.
0,Braswell,DE KALB,-94.618811,4,Bowie,1920,33.510049,5,Clarence S.
0,Swatzell,DE KALB,-94.618811,7,Bowie,1924,33.510049,15,Phil. L.
1,Blankenbeckler,DRAPER,,1,Bowie,1904,,19,E. C.
1,Moores,ELI,-100.628741,5,Bowie,1905,34.6936657,9,Eli H.
1,Faust,EYLAU,-94.1163008,2,Bowie,1885,33.3792921,10,Jay N.
0,Hamilton,EYLAU,-94.1163008,4,Bowie,1890,33.3792921,10,Jasper N.
1,Hodgson,HODGSON,,6,Bowie,1893,,6,John J.
0,Elliott,HODGSON,,8,Bowie,1894,,2,Geo. T.
0,Harkey,HODGSON,,8,Bowie,1896,,1,Lee E.
0,Braswell,HODGSON,,4,Bowie,1902,,1,Alfred M.
1,Smith,HOOKS,-94.2883414,4,Bowie,1884,33.4667007,9,Jas.
0,Ramseur,HOOKS,-94.2883414,4,Bowie,1886,33.4667007,17,Peter S.
0,Parker,HOOKS,-94.2883414,5,Bowie,1888,33.4667007,16,Wm. B.
0,Oliver,HOOKS,-94.2883414,8,Bowie,1888,33.4667007,27,John H.
0,Williams,HOOKS,-94.2883414,3,Bowie,1890,33.4667007,8,Frank M.
0,Hooks,HOOKS,-94.2883414,8,Bowie,1893,33.4667007,11,Robt. M.
0,Nichols,HOOKS,-94.2883414,2,Bowie,1894,33.4667007,8,Henry D.
0,Jones,HOOKS,-94.2883414,2,Bowie,1895,33.4667007,9,Laban A.
0,Nichols,HOOKS,-94.2883414,4,Bowie,1900,33.4667007,3,Henry D.
0,Mitchell,HOOKS,-94.2883414,4,Bowie,1907,33.4667007,25,Walter M.
0,Lawrence,HOOKS,-94.2883414,9,Bowie,1909,33.4667007,25,Geo. A.
0,Perry,HOOKS,-94.2883414,10,Bowie,1914,33.4667007,29,Frank I.
0,Barrow,HOOKS,-94.2883414,11,Bowie,1918,33.4667007,22,Dona C.
0,Barrow,HOOKS,-94.2883414,11,Bowie,1920,33.4667007,27,Julia
0,Gibson,HOOKS,-94.2883414,5,Bowie,1922,33.4667007,15,Lamar V.
0,Allen,HOOKS,-94.2883414,1,Bowie,1927,33.4667007,13,Brit
0,Perry,HOOKS,-94.2883414,3,Bowie,1927,33.4667007,4,Jos. W.
1,Garrett,INDEX,,11,Bowie,1893,,11,Geo. W.
1,Atwood,INGERSOLL,,6,Bowie,1881,,27,Wm. A.
0,Lupton,INGERSOLL,,8,Bowie,1882,,21,Joe W.
0,Atwood,INGERSOLL,,10,Bowie,1885,,1,Felix A.
0,Page,INGERSOLL,,4,Bowie,1886,,26,Ernest T.
0,Moser,INGERSOLL,,5,Bowie,1890,,5,Giles T.
0,Page,INGERSOLL,,4,Bowie,1886,,26,Ernest T.
0,Bishop,JEFFERSON,-94.3464133,0,Bowie,0,32.7562979,N.,Wm.
1,Lawrence,JETIE,,3,Bowie,1900,,2,Willis L.
1,Shipp,KINGSVILLE,-97.81844,5,Bowie,1873,27.495827,14,Wm. H.
0,Watlington,KINGSVILLE,-97.81844,12,Bowie,1873,27.495827,24,Robt. H.
0,Watlington,KINGSVILLE,-97.81844,10,Bowie,1874,27.495827,19,T. J.
